阿党比周    相互勾结，相互偏袒，结党营私。
沈诗任笔    ①南朝梁沈约以诗著称，任昉以表、奏、书、启诸体散文擅名，时人称为“沈诗任笔”。笔，谓无韵之文。②用以泛指诗文。
沈思默想    静静地深思。
沈思熟虑    深入思索，仔细考虑。
沈心静气    又作：心平气和。
沈腰潘鬓    南朝梁沈约老病，百余日中，腰带数移孔；又晋潘岳年始三十二岁，即生白发。后因以“沈腰潘鬓”为形容身体消瘦，头发斑白之典。
沈吟不决    又作：沉吟未决。
沈吟未决    迟疑不决。
沈鱼落雁    《庄子·齐物论》：“毛嫱、丽姬，人之所美也；鱼见之深入，鸟见之高飞。”本谓人之所美而鱼鸟避之。后世用“沈鱼落雁”形容女子容貌极美。
沈郁顿挫    深沉蕴藉，抑扬有致。
沈灶产鼃    灶淹没于水中，日久致孳生青蛙。形容水患严重。
沈灶生鼃    见“沈灶产鼃”。
沈舟破釜    《史记·项羽本纪》：“项羽乃悉引兵渡河，皆沈船，破釜甑，烧庐舍，持三日粮，以示士卒必死，无一还心。”釜，锅。打破饭锅，沉掉渡船。后用“沈舟破釜”表示决一死战。
沈著痛快    亦作“沈着痛快”。坚劲而流利；遒劲而酣暢。
沈着痛快    见“沈著痛快”。
审几度势    省察事机，揣度形势。
审曲面势    见“审曲面埶”。
审曲面埶    亦作“审曲面势”。原指工匠做器物时审度材料的曲直。后指区别情况，适当安排营造。
审时度势    分析时势，估计其发展趋向。
甚嚣尘上    ①《左传·成公十六年》：“楚子登巢车以望晋军……曰：‘甚嚣，且尘上矣。’”意为晋军喧哗纷乱，车尘飞扬。后用以形容议论喧腾。②用以形容反动言论十分嚣张。
慎身修永    为长治久安而真诚修身。语本《书·皋陶谟》：“慎厥身修思永。”孔传：“言慎其身，思为长久之道。”
慎小谨微    对细小的事也小心对待。
慎小事微    谨慎对待微小的事情。
慎终承始    见“慎终如始”。
慎终如始    结束时仍然慎重，就同开始时一样。指做事从头至尾小心谨慎。
慎终于始    谓结束时想要慎重，在开始时就要小心谨慎。
慎终追远    谓居父母丧，祭祀祖先，要依礼尽哀；要恭敬虔诚。终，指父母丧。远，指祖先。
慎重其事    谓对某一事的态度严肃认真。
蜃楼海市    即海市蜃楼。多借指虚幻夸诞的事物。
蜃楼山市    即海市蜃楼。
升官发财    谓提升了官职，同时就能获得更多的物质财富。
升山采珠    登山采珍珠，比喻求之非所。
升堂入室    《论语·先进》：“由也升堂矣，未入於室也。”硃熹集注：“言子路之学，已造乎正大高明之域，特未深入精微之奥耳。”后以“升堂入室”指人的学问造诣精深。
生搬硬套    机械地搬用别人的经验、方法等。
生不逢场    又作：生不逢时。
生不逢辰    见“生不逢时”。
生不逢时    谓生得不是时候。常作时运不济之叹。语出《诗·大雅·桑柔》：“我生不辰，逢天僤怒。”
生炒热卖    谓急于应付，现做现卖而不暇精制。
生辰吉帖    即庚帖。
生夺硬抢    谓强行夺过来。
生发未燥    胎发未干。因以指孩童之时。语本《宋书·索虏传》：“焘大怒，谓奇曰：‘我生头发未燥，便闻河南是我家地。’”
生功止过    鼓励立功，防止过失。
生关死劫    生的关头，死的劫数。谓人的生死命运。
生花妙笔    见“生花笔”。
生花妙语    指动听的言语文章。
生寄死归    视生如寄，视死如归。表示豁达之辞。
生聚教训    《左传·哀公元年》：“扞伍员呴退而告人曰：‘越十年生聚，而十年教训，二十年之外，吴其为沼乎！’”后以“生聚教训”指军民同心同德，积聚力量，发愤图强，以洗刷耻辱。
生聚教养    同“生聚教训”。
生拉活扯    亦作“生拉硬扯”。①又作：生拖死拽。②比喻牵强附会。
生拉活拽    谓拉扯，纠缠。
生拉硬扯    见“生拉活扯”。
生离死别    难以再见或永久的别离。
生灵涂炭    形容人民处于极端困苦的境地。
生龙活虎    形容生气勃勃，充满活力。多用以比喻人活泼有朝气或文章生动有力。
生龙活现    又作：活龙活现。
生民涂炭    又作：生灵涂炭。
生拼硬凑    勉强拼凑。
生气勃勃    形容富有朝气和活力。
生荣没哀    同“生荣死哀”。
生荣死哀    活着受人崇敬，死了使人哀痛。语本《论语·子张》：“其生也荣，其死也哀。”邢昺疏：“生则荣显，死则哀痛。”
生荣亡哀    同“生荣死哀”。
生肉枯骨    又作：生死肉骨。
生桑之梦    指三国蜀何祗梦桑生井中，后应梦，四十八岁而卒。《三国志·蜀志·杨洪传》“洪迎门下书佐何祗”裴松之注引晋陈寿《益部耆旧传·杂记》：“扞何祗呴尝梦井中生桑，以问占梦赵直，直曰：‘桑非井中之物，会当移植；然桑字四十下八，君寿恐不过此。’祗笑言：‘得此足矣’。初仕郡，后为督军从事……年四十八卒，如直所言。”后以喻死期将至。
生杀予夺    语本《周礼·春官·内史》：“内史掌王之八枋之法，以诏王治。一曰爵……五曰杀，六曰生，七曰予，八曰夺。”后以“生杀予夺”指有权势的人所掌握的能任意处置人民生命财产的权力。
生杀与夺    同“生杀予夺”。
生上起下    又作：承上启下。
生生世世    世世代代；永生永世；永远。
生生死死    又作：一辈子。谓从生至死。
生手生脚    形容对所做的某项新工作不熟悉的样子。
生死不易    见“生死不渝”。
生死不渝    至死不变。
生死长夜    佛教语。指漫长昏昧的生死轮回。
生死存亡    生存和死亡；生存或死亡。
生死骨肉    见“生死肉骨”。
生死关头    指极其紧要的契机或时刻。
生死苦海    又作：生死海。
生死肉骨    使死者复生，白骨长肉。极言恩施的深厚。
生死无贰    至死无异心。表示坚定。
生死攸关    谓关系到生存或死亡。
生死与共    生死都在一起。形容关系非常密切。
生死之交    可共生死的朋友；可共生死的情谊。
生死醉梦    形容非常专心。
生吞活剥    ①比喻生硬地抄袭或模仿。语本唐刘肃《大唐新语·谐谑》：“李义府尝赋诗曰：‘镂月成歌扇，裁云作舞衣。自怜回雪影，好取洛川归。’有枣强尉张怀庆好偷名士文章，乃为诗曰：‘生情镂月成歌扇，出意裁云作舞衣。照镜自怜回雪影，时来好取洛川归。’人谓之谚曰：‘活剥王昌龄，生吞郭正一。’”②谓不加烹调。③比喻侵略欺凌。④又作：生拉硬扯。⑤比喻一知半解。
生吞活夺    形容粗暴地抢夺。
生拖死拽    形容强行拉拽。
生知安行    “生而知之”、“安而行之”之省。古以为圣人方能具有的资质。
生众食寡    生产的多，消费的少。语本《礼记·大学》：“生财有大道，生之者众，食之者寡，为之者疾，用之者舒，则财恆足矣。”
生拽活拖    又作：生拖死拽。形容用力拉扯。
声东击西    ①表面上声言攻打东面，其实是攻打西面。军事上使敌人产生错觉的一种战术。语出《通典·兵六》：“声言击东，其实击西。”②形容动作、说话、行文等变化莫测。
声价百倍    见“声价十倍”。
声价倍增    谓声誉地位成倍增加，迅速提高。
声价十倍    谓声望、地位一下子大大提高。
声泪俱发    见“声泪俱下”。
声泪俱下    边诉说边流泪。形容极其悲恸或激动。
声名赫奕    名声显赫。
声名藉甚    名声显赫。指人在社会上流传的评价极高。
声名狼籍    见“声名狼藉”。
声名狼藉    形容行为不检点，名声极差。语出《史记·蒙恬列传》“此四君者，皆为大失，而天下非之，以其君为不明，以是籍於诸侯”唐司马贞索隐：“言其恶声狼籍，布於诸国。”
声名鹊起    形容知名度迅速提高。
声名烜赫    名声显赫。
声气相求    谓志同道合，意气相投。
声气相投    见“声气相求”。
声情并茂    指演唱时唱腔很优美，而所表达的感情又很丰富、真挚。
声入心通    谓一闻圣人之言，即能领悟其微旨。
声色并厉    见“声色俱厉”。
声色不动    不动声色。形容态度从容镇静，不随意流露感情。
声色狗马    歌舞、女色、玩狗、跑马。泛指旧时统治阶级的淫乐方式。
声色货利    音乐、女色、货物、财利。泛指旧时统治阶级所追求的物质享受。
声色俱厉    说话的声音和脸色都很严厉。
声色犬马    见“声色狗马”。
声势浩大    声威气势非常壮大。
声势赫奕    声威气势盛大显赫。
声势汹汹    形容气势盛大的样子。多含贬义。
声势烜赫    声威气势盛大显赫。
声势熏灼    谓声威气势逼人。
声嘶力竭    声音喊哑，力气用尽。形容竭力叫嚷呼号。
声吞气忍    犹忍气吞声。谓受了气强自忍耐不敢发作。
声闻过情    名声超过实情。
声希味淡    谓平淡无奇，没有什么名声。有曲高和寡，不为人知之意。
声销迹灭    犹销声匿迹。谓隐藏形迹。
声音笑貌    原为低声下气、谄媚阿谀之貌。后亦泛指人的言语和神态。
声应气求    指情投意合或志同道合的人彼此间相互呼应或唱和。语出《易·乾》：“同声相应，同气相求。”
声誉十倍    同“声价十倍”。
声张势厉    声势煊赫。
声振寰宇    名声威势振动天下。形容声威极盛。
声振林木    声浪振动树林。形容乐声激越宏亮。
声罪致讨    宣布对方的罪行而进行讨伐。语本《国语·晋语五》：“是故伐备锺鼓，声其罪也；战以錞于、丁宁，儆其民也。”韦昭注：“以声张其罪。”
胜残去杀    实行仁政，使残暴的人化而为善，因而可以废除刑杀。
胜任愉快    有能力承担并能圆满愉快地完成任务。
笙磬同音    ①谓乐声和谐。②喻人事和协，关系融洽。
鼪鼯之径    同“鼪鼬之迳”。
鼪鼬之迳    鼠鼬类往来的小路。引申为荒凉偏僻的小道。
绳锯木断    《汉书·枚乘传》：“泰山之霤穿石……水非石之钻，索非木之锯，渐靡使之然也。”后遂用“绳锯木断”比喻力量虽小，日久为之，也能做成看来很难办到的事情。
绳愆纠谬    谓举发过失，纠正错误。
绳愆纠缪    见“绳愆纠谬”。
绳愆纠违    见“绳愆纠谬”。
绳趋尺步    又作：循规蹈矩。
绳枢甕牖    以绳子系门枢，以破甕作窗户。形容贫穷人家屋舍之陋。
绳先启后    承前启后。
绳一戒百    谓惩罚一人以警戒众人。
省吃俭用    形容生活节俭。
省吃细用    见“省吃俭用”。
省愆寡过    减少过错。
省身克己    检查自身过失，克制自己非分之想。
省事宁人    减少事务，使人安宁。
省衣节食    又作：节衣缩食。指生活节俭。
省役薄赋    减轻徭役和赋税。谓施行仁政。
圣帝明王    本指上古道德智能卓越的君主。后泛称历代英明的帝王。
圣经贤传    旧指圣人手订的经典和贤人阐释的著作。
圣君贤相    圣明的君主与贤良的辅佐大臣。有君臣相契意。相，辅弼之臣，后专指宰相。
圣人之年    谓五十岁。
圣人之徒    圣人的门徒。多指传孔子之道者。
圣神文武    《书·大禹谟》：“帝德广运，乃圣乃神，乃武乃文。”孔传：“圣，无所不通；神，妙无方；文，经天地；武，定祸乱。”后以“圣神文武”为称颂帝王或杰出人物之词。
